entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
2ffedb3957a33e1c0aa9b97ddfb839dad20ca162349b52e1e2794c4d990b0159,56E9,LWPOLYLINE,Expansion Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3009cca766e74c3d54c55f3a3bca04bfe6ecbb91d19aebd04041da31cff13511,67CE,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
30197e252076e2dba843fa76f7dda516d92875b8dd40821761fe50641e02b374,6588,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3034b8f3f3ac0410e3bfedd487e8ce8af8cc46593082ef02c1f3e4c299f406ce,67F6,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
304a8a6e69edc98dc97364f9ddf6e09557d6c3f676478ce3b5e5240a7a784544,6808,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
306d222b99f137936feb9b360eabb8bd606791df016ec344e66ffa0ba5a70f9c,65C0,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
30b630deb1ddc29847d24e2746373637a22b0fe0f80040f7789420d0a3e1cb46,6564,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
30c70ab4449aadfe40091dc6b7ae370eab8281e4a2c2d9f6a577a95efaed4bca,2E16,TEXT,FAT CODE,FAT.A14,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
30caf4e06b0df937f88e5ad4a3116203a862ef3e9cab0903357808b1bb4be464,692B,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
30f33b830b955246bf2a27d66618581ef12da9b7315d8e6c0ca1244d14a8be67,6539,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
311702114b8c1fdeefd195ca10cd67aec2991b486c994adf7d474464fa627416,183E,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3132cc66bcac610a39368b8d47cb309c1a58f4b03cb37e89cd88e80af49dc062,1842,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3140dfcce5ea574dcf6f1818b4806dcc591c8d15f749cb7ab9793c6005f47831,3913,TEXT,POLE ID,MR.MSRG1-3.P028,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
315990ab3616cd32c5bee62c8b5f568749b62f507cb4f324fa618ff513f2c1a4,181A,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
31bc00e755e681ca8c669dcf6fdd9c5b6d5efa2982806d05df78f768e040dfc7,434F,LWPOLYLINE,FAT AREA,,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
31d543d2768e299ddc552ca56cb7ab105c59e9aa56f8cf6674d223ddfa472358,6742,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
31e7f8b684dfa07941e8f278bd65b8aa55f43f081e2c01ceaed774cfbf6e1799,35C,TEXT,TIANG,EXT PLN,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
321f01d29a8e69c7b87c2690edad7c476d16d03c9885261d09023cdbb9e23075,17C2,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3227310868e0d002149af67385dd2b6c59bad5c8fed4374dbaaf7ad1b3b0093a,69CC,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
322918f4c2a31db31ce47eec201e75f4c0ff100a9e248aa9b424922e31ae4aa0,681F,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
322ba642399b2427319b3858252165ca449cfacf5715a4d15c954947fe476107,6640,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
32935f6e9e8af21756b15a9eb351c187ac56dc658df1ccc921342be378172ba8,68FA,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
32d249d251b74d7ffcb090d813ffa4fea793e11f6941c07085825821af8af783,57E8,LWPOLYLINE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3303824ff6885970384fbef660b4c3fd48fffcab017a1b4e8e6a24b5d63e4757,686D,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
330c1beb93ab843da2f90db2b76231587c0a92353e279966dbcd81914c28ee21,65A1,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
331065453e2752edafa1c5e5ebab54b3dff9333a4b6c97930211325c5fed0f46,68A4,ELLIPSE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3315e1db301321157e03366927e95394be2d45b121440b0e9ae4c5e960a26df5,5760,LINE,FAT SP,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3317d9aaa934fdf408734d530690813a8fa5f83cdd92b17eee9618eb5c2ec78f,6792,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
331d910774d038f2706b477d0d5ec1adaf2217fd821a52799c2899d8450a0a5c,68BA,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3353073f044187d8c45159f46228af937970dde96b5338f8059f1f5ee63a8f23,696B,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3396874f6dff99fafe8525696308008e7adb81cb508312e57d0cde1cf618d230,56EC,LWPOLYLINE,Expansion Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
33c14082fa8fa60c80e170bb5672872d06dfd1e570f1033f71c258a1eede0746,69DC,SPLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
33caf546ab148e4173e5c6277e74214533e549be1b5ac7c2171efdae5cd9744b,6525,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
33ccef0c12c73c365b1f1e07f55d91f0576b6a85a1b19f6d0f561135a1ad6d3f,56C7,TEXT,FAT CODE,FAT A10,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
33d6602f7b6055afa01a1c4a5823f392ebf217ed45fc8e6a016a4c308232123b,66EB,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34307e36f0783eb58e1001ae9d6ca32f1845c35f021008c35992bd9300a6c7b1,66E9,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34315a9b9aeaa3601e5c5d62da2f2fe42d6090d400418000433e0d51111e2560,EC8,TEXT,TK,TK,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
3449e8da1d9f6902518505707e8d1feb70a277a1f4fa802ca23123d3bfac7211,68CF,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
344bfe91147a5f0e09cdb510be3f384c8721f0e39b05ed71be1f2bd0640276c5,66A8,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34588faffa78bf755046db0a56592ed0882742ba324c72782e90562616a68446,65A5,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34675fcca1ffc24ebc2ef296987fd341d20ac8cfabc69f686a6e7ce09ae2a3f1,2F8,TEXT,TIANG,EXT PLN,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
346dcb45074df727ec5af36b0d2a3fd0f95bb8e6b4ebe7415b605e8986980478,654F,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34892b29ebeb0827a21f4133e4ce9842fff8dbeb753acc2edea55ec3b964878a,67E6,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
348caf9041ec232a13bb805539c5a98acd22de845f4c7e8da678768232a27b35,69E1,TEXT,FDT STRUCTURE,2*24F Splicing tray,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
348fd9990749136e823e72525a338822779ca3c8da272c655fdd174107c5b7d8,6865,LINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
349923949e7ccb5824e4a62fb40bef73fc6022e77b65eb40732874de4302ecdc,5856,LWPOLYLINE,lcp1_f1,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34a2f68cdce35c8b8e19fd31dd81d0957740ddb1e201af7b1ef50cbc019f9a4a,1857,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34ab8cc3a5cb8fd22719b3b734e69d6531a6a84c4b809c1a2cbfa860b391fab7,68A8,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34b2e179c66c4d0535ee40cc658ffbb925113dbe9fcb5c823378a68a03eaf69b,1876,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34d66d151200bc148e4980dcf1fb7031b5e058ebd679b877558117817e8232c4,34D5,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
34db87cf95056a2781b92514630062689c973699600d583732be4eb7d6f5ef85,6812,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
34f0d141614c599106c30bbf901b57fa7b35f3f35d9704f6088eaab3d12cd2ca,178B,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3532a8bab7507259cf9bcf8ca219233fbbf1a2bf8cd94e31a60e1e72fb828afa,6670,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3535f8de0d918608cdb6f634186f64db45d9a6fcedd732d35714d59fcf27aa2f,65C7,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
35a04eef5a2bdbeb8d18dcbb536707cc30e0a0897f2b097d324d2a3c3f060aa8,17B1,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
35ad99aae76aa7b26c2823e3c513d5ab0d84f79b545920cd40dcd5ba695e27f9,6901,TEXT,FDT STRUCTURE,OUT35,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
362082e467f72ded194a51b90f098cb40ffc7465e08c61b7df497f43ea098c2d,68A3,ELLIPSE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3640046826c871b4204d64fcef07f725fa0aa138de768dd21a64c44157ccdf2f,65A7,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
366bb50ebd583f4b6f28fed141a608d1e49967e035c2c18f4bbee619e7a3588d,56D1,LWPOLYLINE,Expansion Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
368bd5f1d7f4c276a1db421b3a3fd9e8fa3dadccf441d77dbd93105786bd461f,67D6,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
36a7ffc14ed0d6920cc2fd50eb25d616918decfcf2c2ae174d89dd0767e5b647,78E5,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
36adc605d33f2bfed194770c8650316cf1d9f8299578b70b620f1e8397f0b3d9,677B,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
36b09ba33b25184247f492b0ac2c4800d5e7d7c23da5a930a9e8baa2d30c2b03,1836,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
36bf8e69b9d76e632bb8db9bcaf3aced6915f810506a7ba0c867357fce8853b8,68D8,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
36ea579cd1b524c5548c5e725edcbc0a2ae5d9f8e5198849b15073723db21718,69C0,ARC,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
371c37b5dccb03718d63bf8668549e168337192c8bcd2133b1c2db2afb7cc023,57E6,LWPOLYLINE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3752bbc77c3f99b7aa4c7a73aa561fc75975282537fa98d959a9c375ca2fda08,67DA,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
37671a0c717869f337fc61831c2448895136cb1e37555d8096f596fc8b679b43,565C,LWPOLYLINE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
377431765fb16450b2b74dfc3e90249fe36aefe4cd544b2eccddbefa50934dfd,578B,TEXT,FAT SP,8,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
378c0c2385f811cd21d99fda82578be9a8940769025a803aae003a981882c7e7,6762,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
378cc4c53fd19c573abf6ad6d2f66732566bc3a0e4a025628ecc2d3186486d3e,68D6,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3799a7b5a3b5f63e545b495089ece39471aaa5ea4edcd5c000d838dc9c8ad032,576B,TEXT,FAT SP,1,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
37a6f213f47c0a819720ea971ecd198a1fc8969c04482d105ce42265bf0b7bfa,17DC,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
37b2c055ce1f87959f4a94950d2ce6fa9542432db77411f77e1bb6344a5a96c8,78E6,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
37ec7f6e6644e890b8d33ccac0dc32591f0470cb87047e9af9bb701a4ad4d999,2E69,TEXT,SLACK,XXX.XXX.100.XXX,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
37ee46b5c9d16ef370cd9dd20d26dc4bc043e3794ea474305619889c3b908f26,1739,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
383d22f933f81e2dcedf0a07c4fc8de4a0509d509e31c44dd31f90df20e6f6ac,66C0,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
386792a9d519a921069d726c23f2d51832cd665f957e43772adc8549853ac7e7,38F9,TEXT,POLE ID,MR.MSRG1-3.P002,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
388d37e559d325f42416630b0d82ae836fc081e443aad55950ba39b11b8aa8cf,68E0,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
38dba0d2bfad2537056c0f94afa358fdcfa32d578de9fc1f2070a3711fda1a7f,78E0,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
393134c754fd336a919ed05efa42935fee6fad18283d0415c6672b26efac7f70,1770,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
39624d9de13eee7030a1558d0dd0615b5f7486054b2f7c2762273396f6b98af7,65BC,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3966047b0de602e413fc257c8fe6a6c35a9eb144597255090f77688bc4407fac,1698,MTEXT,HOMENUMBER,225,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3977d8bd0f84e7eedefd9813eef9e386ce55f1b1ba76cdc0e9dc9a838c17ffd2,6603,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
39914d9dc5bc72f20f1b4f52528a99886afa4be3023e202b949ad3f841d1347a,75C9,INSERT,NEW POLE 7m(4 inches),"COORDINAT=1.290709°124.875240°
ID=Slack Cable 24C.01
IDENTITY=Cable From EMR-29619-48C-01
IDENTITY2=BTS-UPLINK_FWA_OLT_TOMOHON_TO_EMR- 29619_FO_24C
MARKING=XXX
PLACE=MR.UP.TMH.EMR-46478.P005
SLACK=20",mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
39a29438cf7c6b08713729cb7924414e5eb51ca8c3b108c28d732733e3decd74,677D,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
39b2cf1fc1030dc4e97451a163af6d739acf6ab5658264914a069bdf3ac99520,162F,MTEXT,HOMENUMBER,148,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
39d5bc4dbbbad0a97744d380e13efd5244c7f79a2e9048f4fc1ffc0861b520f8,672B,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
39ea6b0179d0d6c942434f369d04707f047e0a7d0980da70a2bba19aa5a06fec,66A7,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a04491e3d77e1b85f87e9cb68c44605f1061398bca1910d0c9e039a3def8ea4,69E2,LEADER,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a06ee598f7803a46e90078ca3c066312f0db1744e463e42b06f511a648917e7,679C,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a0ec08e92d151d8764ab8e0fe4e3c2ca28e65bb4f8fc9ed3698f23a62a6db8e,692E,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a33295d4af3183c7f17d447beace8759defbdc15565bfee8be5291874b7e0a3,6866,ARC,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a33922a8b8c06502ce699f5f2f75ea53f37c2dc6e5d5d17f8c2c417e99da269,67E0,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a6adce5a6f03db6563dc5cf59b3ed68f0b054b18e427459a0ab5c204dd31ce0,187D,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a80927807d12bc7e6bf93a7e522506294017377ea0bd94d008096ad310b063b,6582,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a84be94551f869a55a53734edd40678a10915233f3dcb0bc5274ce25aaf494c,6511,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3a9228b8c3dae703fde7e158ea119678bb425a3410bbdda56c37605e1deb9e8d,6696,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3aa48748ec89e75962e2cd7bd0b4ac568f8a98d6dda5fff657d600ffdf907e56,69E8,LEADER,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3abc833f7a3ae27bd4183586abc642e2c53a9d499946fe9d197147251ddba394,31B9,INSERT,NEW POLE 7m(2'5 inches),FAT=16,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3aca01ed9ccfbc720a056f3d038210d898dc1917e9864e374da760c5c5d56c12,15DC,MTEXT,HOMENUMBER,65,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3ad6012fdfcca079a2c7ea6d152f5f63a6eff1e3d1f7f663c6daa05bb9905fd2,663D,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b0e0bd5a389d256c1a38c4e6a7ae0bd46e9e5e34333fd177273796603e61232,67D7,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b24bf824445bddf59edf62cb58fb3dc8611e51ee4759f205ee1055bff640029,696E,CIRCLE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b2fcccc0587365ac685213aa487a1f50d80d89a94edfe33c520978f20e4ce1a,57C7,LINE,FAT SP,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b4b7afaeb92052823fd4afecb354c382132080369168ac86e37d2e4e8b7a466,65B6,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b5d2e459f0d94442926a4ceb18aba5f860cf66d56b0b852d282cdf24958c132,6568,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3b68b2bf861ca17fb4c6b2681b9e20711d9e889cc2b495b4cbe338a6ad23d18f,184A,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3bc8061238bec61d531117fd1745c7e849fea694ab3427e6323f041a31337379,688C,SPLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3bc8622e7f16ad249189f76862c57849139a6ff5aa8b76653eedee9d26afc3e9,179E,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3bd18fd100b7a5564d6ab356eff59788796bb1c31954faf93f2c198d3375bfa4,65FB,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3bda800722499effe33d398a59c031b4becabf0416d96472f4faa0c15fce3ae1,391B,TEXT,POLE ID,MR.MSRG1-3.P036,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
3c0932f6ca44568fca53d144be662d3b185833053c9fbcbc2572a090803c9eb4,17A8,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3c0c236ec4a0060e9a6a27f29036c68f0bb94ffbaec016584ef2e1efb3d23af1,5749,CIRCLE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3c4b99f86dd0d26036675279655d6ae3210f799c04ea764c98ab6e357f0bd23c,69D0,LEADER,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3c85345d5a3597d66b670383da8d35c25f4e226c74bcd34f4633800fe86bcf98,4C20,TEXT,FAT CODE,FAT.A06,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
3c88ba518062dd3561bf45dcfd29ddc13b07ee7c145239bf67a89f3d6fec5741,656A,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3c8a339f16d5a7955e134cf3a0995c487bab6975643475dc7293533165e57b3b,1668,MTEXT,HOMENUMBER,205,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3c8f39a2fea869558584da92d0861da87b62a3f74347db53c0745c61aaca32b7,1738,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3ca535a50f6f91e1e350daa4f4b9f20ff12cf250354ee045a0cafd1f7a3e7c84,3265,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
3cc3b6cb951b5d80374dfa6f4ed4291123769f3db9c7aee932110b68ce3d6264,5641,LWPOLYLINE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3ceb0324c9df0871c6cf2779968c559da1b61e908c2ab38237f96eb96aff0413,1623,MTEXT,HOMENUMBER,136,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3cf012ecdca48a83f98fe6a9dd90e43012ec10b05d97ab27594d2f678b46098d,6635,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3d2eb097973142af9081582c16ac6c80a4677ec9d52d4ebecad9c8b75ddde567,65F9,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3d65d31d1786d4efc75212187b089df887e58537c863869363eb64912137f90f,575E,CIRCLE,Expansion Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3d678bab70c0fc0911db1b5937974633233f7c615d12480f1e87ee3d810ff171,17DA,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3d700e2359d98fcc23fbf9b5a889da2212c3df297e330376ed0b887f4913d0e8,5774,LINE,FAT SP,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3d8499085269fc248580e9a32d3121e4c60797241bc5f615b6aaad732a486d25,6927,LWPOLYLINE,Line,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3dbc45eef80ff702010d80fe2707a588a156d085c0081c46663588b92f8073af,165C,MTEXT,HOMENUMBER,193,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3e0659b1d45c796f0476f11b2f753a99f5bebd304a706493cd8a232eb29d3a5b,64C4,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e14fc24c3a145f8fa2c0774ec963871ef75b11750f14b2109cada1ad8a7a17c,1702,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e161fdcca7c74bc03de7a57cc97e43a40fcf84ca01a485c41064970708ea4b1,66B5,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e2c2a5d6c5721f6590f01a635548ad5ad3c91cdf55be8be2cdf135ed56208e9,758E,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e32ee11c19a87f0abf3fc17c5420aa99aaf612ae3553fd9c51aa31315b31764,6521,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e4540a8482613ab1cd49122a93108b8a042c8787b07986d26d5bb1dc442310b,6717,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e5a129441fd45b91087211c95be53a10e984c2f57ab2df6ee7adefd11861e44,1778,ARC,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e6380ccf4179dbec98b0b05f2ccdc838440c17a8d6371d1b7cfd49ff2721e6d,390E,TEXT,POLE ID,MR.MSRG1-3.P023,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
3e6c96e839ec39faf1cc836c8a3e1622bf614303c4db9c8c741650c7efb95ae6,1614,MTEXT,HOMENUMBER,121,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3e945c3946b2441e72be0b591bfe2c69409293e7a38fc7e7eee71f95322e7a37,64AF,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3e9fc8217b119390c3afa1bb39aacee7ec78760d4fda9a0598db60ab98e33d56,17A0,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
3ec525ea3df9beebaa1ddbc25afb170d460a7915702b1126310c700ebf502aef,21AA,INSERT,FAT,FAT=14,mapped,0,{},not_delivered_not_automatically_missing,,False,,False,
3ec826ae1288e913eca57f250bba92d01711dba1fed9e091bc05076ee0a598bc,366D,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
